Territoire;Statut;Date - Heure;Production totale (MW);Thermique (MW);Bagasse/charbon (MW);Hydraulique (MW);Photovoltaïque (MW);Photovoltaïque avec stockage (MW);Eolien (MW);Bioénergies (MW);Batteries (MWh);Coût moyen de production (€/MWh)
Réunion;Validé;2017-01-05T12:00:00+04:00;406.0730166;82.79772814;188.7509217;27.79911015;95.2494;7.7989;1.518;2.158988102;0.0;249.23
Réunion;Validé;2017-01-05T21:00:00+04:00;382.0507512;106.8439151;196.1098408;75.73343652;-0.3305;-0.091;1.6960000000000002;2.089020895;0.0;171.82
Réunion;Validé;2017-01-05T22:00:00+04:00;384.3123938;107.6749214;200.8598097;72.19129289;-0.3247;-0.123;1.943;2.091019958;0.0;172.44
Réunion;Validé;2017-01-06T20:00:00+04:00;389.7243506;109.1349371;197.1258079;78.48469679;-0.3491;0.436;1.921;2.086022301;0.885;172.81
Réunion;Validé;2017-01-07T07:00:00+04:00;295.5863413;45.37344264;171.7521618;28.92502028;41.7308;4.0839;1.658;2.063033076;0.0;207.76
Réunion;Validé;2017-01-07T18:00:00+04:00;350.0448646;92.79879635;186.5169638;57.18684081;7.0963;2.229;1.288;2.04604104;0.883;181.64
Réunion;Validé;2017-01-07T21:00:00+04:00;361.2415992;93.63281176;186.3099666;77.02578682;-0.327;-0.12;1.776;2.05903495;0.885;169.92
Réunion;Validé;2017-01-07T23:00:00+04:00;322.0819681;90.86572965;186.4129662;41.80686621;-0.3246;-0.115;0.792;2.05903495;0.585;175.16
Réunion;Validé;2017-01-08T00:00:00+04:00;288.3010378;65.78438304;186.2509676;33.70272277;-0.3211;-0.107;0.93;2.061034013;0.0;166.9
Réunion;Validé;2017-01-08T13:00:00+04:00;317.36636;14.02520286;171.6081663;22.15848577;99.9001;7.9859;0.675;1.01352497;0.0;253.43
Réunion;Validé;2017-01-08T15:00:00+04:00;302.1530504;17.07270666;175.4681197;38.59267279;61.7652;7.8519;0.389;1.01352497;0.0;217.15
Réunion;Validé;2017-01-08T20:00:00+04:00;368.8719417;82.45172474;193.8878403;90.78620965;-0.34240000000000004;-0.128;0.31;1.022520754;0.884;162.43
Réunion;Validé;2017-01-08T23:00:00+04:00;314.6859253;73.23643789;192.6368526;47.46064034;-0.3175;-0.105;0.167;1.022520754;0.585;166.08
Réunion;Validé;2017-01-09T03:00:00+04:00;241.1331239;46.03850869;181.8740086;12.49358827;-0.3175;-0.096;0.11800000000000001;1.022520754;0.0;164.55
Réunion;Validé;2017-01-09T05:00:00+04:00;261.0902735;48.3305217;186.0749789;25.76853401;-0.2963;-0.099;0.289;1.022520754;0.0;161.93
Réunion;Validé;2017-01-10T08:00:00+04:00;381.7953598;67.99075297;183.7809131;55.02841567;65.909;6.8039000000000005;1.007;1.275402231;0.0;220.98
Réunion;Validé;2017-01-10T19:00:00+04:00;407.9022073;111.3149523;199.6897961;90.29923757;-0.3688;2.346;1.679;2.057035886;0.885;174.97
Réunion;Validé;2017-01-10T22:00:00+04:00;389.4485761;110.6019438;190.3199177;83.95275187;-0.3341;-0.11800000000000001;2.08;2.060034481;0.886;173.25
Réunion;Validé;2017-01-11T15:00:00+04:00;422.7552477;110.4389313;198.7268054;35.44718115;64.8421;7.4199;4.43;1.4503202480000001;0.0;230.11
Réunion;Validé;2017-01-11T20:00:00+04:00;398.0021886;124.5930538;198.7518042;71.50344766;-0.35750000000000004;-0.07100000000000001;1.454;1.243417222;0.885;179.18
Réunion;Validé;2017-01-12T10:00:00+04:00;426.5633718;65.25058639;197.2038102;62.92498766;89.0329;7.7669;2.697;1.687209221;0.0;229.37
Réunion;Validé;2017-01-12T19:00:00+04:00;399.5606744;127.6222874;197.1008307;69.27332527;-0.3498;1.064;1.912;2.05303776;0.885;180.97
Réunion;Validé;2017-01-13T04:00:00+04:00;258.9079949;63.11260316;178.7800514;14.193687;-0.3234;-0.089;1.173;2.061034013;0.0;172.58
Réunion;Validé;2017-01-14T13:00:00+04:00;366.6989239;31.63923768;188.5989476;25.00966338;110.407;7.9879;1.293;1.763173617;0.0;254.81
Réunion;Validé;2017-01-14T16:00:00+04:00;357.3162156;68.02862947;193.4898985;28.90072273;56.8469;7.2939;0.984;1.7721694010000002;0.0;223.87
Réunion;Validé;2017-01-15T15:00:00+04:00;307.1162031;16.19223374;176.1210523;26.65482619;78.09;6.5939;1.682;1.782164716;0.0;232.7
Réunion;Validé;2017-01-16T10:00:00+04:00;409.562544;110.9940093;198.8117929;80.38570076;12.8988;4.0369;0.922;1.513290735;0.0;185.57
Réunion;Validé;2017-01-17T02:00:00+04:00;261.9251173;59.13111936;185.9269938;13.77710673;-0.3352;-0.08700000000000001;1.52;1.992066337;0.0;169.28
Réunion;Validé;2017-01-17T13:00:00+04:00;431.8344877;98.99286631;191.2668913;49.73990248;81.7804;7.9889;1.048;1.017523096;0.0;237.09
Réunion;Validé;2017-01-18T19:00:00+04:00;418.1163026;130.1070885;200.0407832;81.12001593;-0.3896;2.4939999999999998;1.862;1.9940654;0.888;181.54
Réunion;Validé;2017-01-19T18:00:00+04:00;399.653773;129.78208;198.6847934;53.32395528;7.7991;5.7359;1.218;2.224957183;0.885;193.93
Réunion;Validé;2017-01-20T10:00:00+04:00;434.6937834;102.9911598;198.2477903;42.29449659;81.1964;6.5599;1.4140000000000001;1.990067274;0.0;246.0
Réunion;Validé;2017-01-21T05:00:00+04:00;263.4581319;46.1789591;190.4069053;23.95013644;-0.3481;-0.084;1.786;1.568264969;0.0;159.95
Réunion;Validé;2017-01-21T06:00:00+04:00;269.8888888;47.19249418;195.4708288;16.97844288;6.3979;0.381;1.9;1.568264969;0.0;169.73
Réunion;Validé;2017-01-21T10:00:00+04:00;388.0537251;47.25645177;191.5299022;37.65565768;99.2869;7.9879;2.193;2.143995129;0.0;242.76
Réunion;Validé;2017-08-06T18:00:00+04:00;339.4844276;56.43948528;188.5609208;92.43786897;-0.30820000000000003;0.163;1.2383852850000001;0.953005528;0.0;154.38
Réunion;Validé;2017-08-07T23:00:00+04:00;304.40958439999997;53.95854453;183.0546409;66.15414234;-0.3242;-0.098;1.009498901;0.655003799;0.0;152.22
Réunion;Validé;2017-08-09T16:00:00+04:00;356.0754297;92.71395219;180.972089;38.81743379;30.2681;5.8659;6.204919976;1.233007152;0.0;198.14
Réunion;Validé;2017-08-09T18:00:00+04:00;415.3737048;137.4712165;184.0695734;87.29604177;-0.0671;1.487;4.142943508;0.9740056500000001;0.0;171.77
Réunion;Validé;2017-08-10T00:00:00+04:00;268.5145272;61.57336265;172.293287;30.2451585;-0.32930000000000004;-0.09;4.099964842;0.722004188;0.0;164.5
Réunion;Validé;2017-08-10T16:00:00+04:00;366.4770664;80.51707685;188.8292987;60.83040211;22.9525;3.9419;8.435812596;0.970005627;0.0;183.2
Réunion;Validé;2017-08-11T04:00:00+04:00;242.6630846;45.33758378;171.3703946;18.94555026;-0.33630000000000004;-0.079;6.434805864;0.9900057430000001;0.0;162.12
Réunion;Validé;2017-08-11T23:00:00+04:00;310.575105;51.26641929;183.346976;68.96990609;-0.3373;-0.083;5.9400514520000005;1.472008538;0.0;150.73
Réunion;Validé;2017-08-12T20:00:00+04:00;358.1441085;73.57437793;187.9979208;89.80162708;-0.2742;0.31;5.260388826;1.47400855;0.0;158.01
Réunion;Validé;2017-08-15T12:00:00+04:00;325.3091782;-1.273702949;158.174347;71.24129937;85.103;7.9579;3.338342899;0.768004455;0.0;231.71
Réunion;Validé;2017-08-15T20:00:00+04:00;351.2060522;88.29581914;180.0108006;81.32330394;-0.3433;-0.092;1.239384789;0.772004478;0.0;162.18
Réunion;Validé;2017-08-16T23:00:00+04:00;308.9805466;53.25815601;182.6691871;70.03438106;-0.3393;-0.079;1.87107123;1.566009084;0.0;156.63
Réunion;Validé;2017-08-17T09:00:00+04:00;389.4392799;61.33740273;183.8306938;60.23998035;74.4149;7.3589;1.078464667;1.179006839;0.0;223.04
Réunion;Validé;2017-08-18T15:00:00+04:00;375.4739222;97.68389203;154.7941965;52.15165956;58.6178;7.4529;3.015503152;1.758010197;0.0;264.73
Réunion;Validé;2017-08-19T20:00:00+04:00;361.9064903;92.27569177;186.5527362;80.41216646;-0.3453;-0.068;1.711150612;1.368007935;0.0;163.14
Réunion;Validé;2017-08-21T12:00:00+04:00;405.5604082;109.8207078;143.508823;41.12312719;101.2524;7.9879;0.9675197390000001;0.900005221;0.0;365.85
Réunion;Validé;2017-08-22T00:00:00+04:00;262.5060714;61.03034109;171.9807044;29.16624526;-0.33430000000000004;-0.07;-0.060969736000000004;0.794004606;0.0;163.87
Réunion;Validé;2017-08-22T12:00:00+04:00;384.8610365;77.4272454;186.6160746;27.2780409;84.7868;7.9759;-0.050974697000000006;0.828004803;0.0;240.03
Réunion;Validé;2017-08-22T18:00:00+04:00;436.8907311;141.6585446;193.3779329;101.1325256;-0.32120000000000004;0.155;0.057971224;0.830004814;0.0;170.45
Réunion;Validé;2017-08-23T10:00:00+04:00;397.9335983;61.5713627;191.4544585;45.36295457;90.4551;7.9309;0.32084074;0.838004861;0.0;235.43
Réunion;Validé;2017-08-24T21:00:00+04:00;360.6329937;120.1944625;186.0948444;53.05151453;-0.33130000000000004;-0.098;1.167420511;0.5540032140000001;0.0;171.32
Réunion;Validé;2017-08-25T02:00:00+04:00;245.1891193;46.07973272;177.4672274;20.35482574;-0.32320000000000004;-0.079;0.8575743140000001;0.832004826;0.0;162.48
Réunion;Validé;2017-08-26T07:00:00+04:00;291.7063728;49.06066152;175.2890231;55.03025199;9.176;1.224;1.125441349;0.8010046460000001;0.0;164.52
Réunion;Validé;2017-08-26T15:00:00+04:00;332.8720985;79.44510245;155.0876779;26.27488913;61.8763;5.8609;3.530247641;0.7970046230000001;0.0;230.87
Réunion;Validé;2017-08-27T00:00:00+04:00;265.5349665;29.9156188;184.9989134;49.43307003;-0.3262;-0.08;0.790607555;0.8030046580000001;0.0;153.01
Réunion;Validé;2017-08-27T03:00:00+04:00;224.5571391;14.71981508;167.8768523;40.66017496;-0.3373;-0.077;0.909548515;0.805004669;0.0;146.54
Réunion;Validé;2017-08-27T15:00:00+04:00;272.1823745;15.07597324;177.3971346;23.96689684;48.3489;5.6319;0.9675197390000001;0.794004606;0.0;212.79
Réunion;Validé;2017-08-28T12:00:00+04:00;374.8106592;94.45607725;181.3842742;18.44054602;74.8532;4.1509;0.7306373230000001;0.7950046110000001;0.0;236.15
Réunion;Validé;2017-08-29T06:00:00+04:00;341.5042279;73.55957636;187.6582172;78.46311026;-0.10210000000000001;-0.078;1.2163962;0.787004565;0.0;159.9
Réunion;Validé;2017-08-29T07:00:00+04:00;375.5907178;78.26846389;186.4241817;97.15374945;11.2156;1.283;0.46177078400000005;0.7840045480000001;0.0;168.86
Réunion;Validé;2017-08-29T11:00:00+04:00;397.3754439;79.45043566;185.4704717;33.59086219;90.0968;7.8709;0.06996527;0.826004791;0.0;241.62
Réunion;Validé;2017-08-29T21:00:00+04:00;359.2933453;91.06582489;176.5893891;91.1505491;-0.32830000000000004;-0.08600000000000001;0.345828336;0.556003225;0.0;161.24
Réunion;Validé;2017-08-30T01:00:00+04:00;245.2975809;44.64076709;143.5235541;56.6678236;-0.3463;-0.075;0.608697852;0.27800161300000004;0.0;154.29
Réunion;Validé;2017-08-30T05:00:00+04:00;284.084928;51.72209795;176.7822901;55.5818748;-0.3413;-0.073;0.154923099;0.258001497;0.0;157.59
Réunion;Validé;2017-08-30T14:00:00+04:00;383.1828169;96.56469355;174.7737311;45.93160127;57.5009;7.5189;0.040979658;0.8520049420000001;0.0;220.03
Réunion;Validé;2017-08-30T19:00:00+04:00;428.0776679;145.3098626;194.1345943;88.04241276;-0.30720000000000003;0.105;-0.059970232000000005;0.853004948;0.0;172.56
Réunion;Validé;2017-08-31T01:00:00+04:00;245.4697562;61.18387196;161.966101;21.92700265;-0.33230000000000004;-0.07200000000000001;-0.056971720000000003;0.8540049540000001;0.0;168.45
Réunion;Validé;2017-08-31T06:00:00+04:00;343.826448;71.900116;193.7982923;76.87260234;0.5274;-0.049;-0.057971224;0.8350048440000001;0.0;161.33
Réunion;Validé;2017-08-31T17:00:00+04:00;399.2198051;184.555249;175.6669149;29.87366991;4.6526;2.832;1.086460698;0.553003208;0.0;273.27
Réunion;Validé;2017-09-01T06:00:00+04:00;342.0914256;66.6209996;193.2497134;80.45047746;0.39930000000000004;-0.013000000000000001;0.5377440680000001;0.8461857380000001;0.0;154.81
Réunion;Validé;2017-09-03T15:00:00+04:00;277.1975019;65.32999964;106.9125414;46.28584462;50.4305;7.8109;0.14765514300000002;0.28006147400000003;0.0;227.37
Réunion;Validé;2017-09-04T19:00:00+04:00;424.5265735;152.5999997;187.1970025;83.30764448;-0.3242;0.061;0.0;0.8001756390000001;0.885;174.44
Réunion;Validé;2017-09-05T17:00:00+04:00;363.2927715;97.73599962;189.9709004;55.72684278;9.7565;6.1139;2.77451995;0.713156538;0.501;181.92
Réunion;Validé;2017-09-06T16:00:00+04:00;354.2960833;171.7199995;106.0070282;41.09587759;25.6326;4.8699;4.076479149;0.894196277;0.0;214.65
Réunion;Validé;2017-09-07T15:00:00+04:00;362.9388123;94.94999955;165.0470337;49.88387109;45.4437;3.7979000000000003;2.9690655770000003;0.8471859580000001;0.0;208.77
Réunion;Validé;2017-09-08T04:00:00+04:00;246.5642619;77.4459995;131.7283947;33.7693539;-0.3373;-0.07;3.175583243;0.852187056;0.0;169.86
Réunion;Validé;2017-09-10T09:00:00+04:00;314.0381364;-1.100000263;152.243302;62.42748184;89.3523;7.7179;2.556030245;0.841184641;0.0;234.12
Réunion;Validé;2017-09-10T13:00:00+04:00;286.6909166;-0.6720002580000001;183.7142819;27.29844296;64.5843;7.8429;3.084795284;0.8381839820000001;0.0;224.08
Réunion;Validé;2017-09-10T15:00:00+04:00;268.9831295;17.02999973;190.7749059;20.30111259;31.7823;6.0089;2.24974559;0.8361835430000001;0.0;195.08
Réunion;Validé;2017-09-10T23:00:00+04:00;271.843846;45.0379997;178.8953323;45.63499924;-0.3262;-0.082;1.03757668;0.8471859580000001;0.799;153.85
Réunion;Validé;2017-09-11T12:00:00+04:00;374.898917;77.82599973;169.9686092;19.8253861;97.2003;7.9729;1.827731229;0.278061035;0.0;253.74
Réunion;Validé;2017-09-12T17:00:00+04:00;372.1455857;122.8979997;189.0039613;46.35563796;6.8512;3.6969000000000003;1.490518808;1.3442950740000001;0.505;182.52
Réunion;Validé;2017-09-12T22:00:00+04:00;349.5234213;88.2439996;179.1514484;79.44649086;-0.31620000000000004;-0.078;1.079478815;1.111243919;0.885;164.12
Réunion;Validé;2017-09-13T05:00:00+04:00;280.5834652;64.51799963;178.8063666;35.38784719;-0.33430000000000004;-0.077;1.172262115;1.110243699;0.0;164.43
Réunion;Validé;2017-09-14T04:00:00+04:00;244.200406;63.79999945;162.0269506;16.97934474;-0.31720000000000004;-0.07;1.189222503;0.592129973;0.0;169.95
Réunion;Validé;2017-09-15T02:00:00+04:00;239.7500487;64.01599956;155.2561358;19.2733685;-0.32120000000000004;-0.076;0.611571639;0.990217353;0.0;171.08
Réunion;Validé;2017-09-16T00:00:00+04:00;268.8861014;46.44199953;185.9840273;35.16585797;-0.33030000000000004;-0.08700000000000001;-0.035916116000000005;1.747383552;0.0;158.46
Réunion;Validé;2017-09-16T07:00:00+04:00;299.8398569;46.67499968;179.3414232;53.65897547;16.996;1.588;-0.059860193000000006;1.64036006;0.0;173.48
Réunion;Validé;2017-09-16T13:00:00+04:00;342.3561767;46.71599972;172.6934943;17.77640999;94.9105;7.9879;0.628532027;1.643360719;0.0;253.62
Réunion;Validé;2017-09-16T20:00:00+04:00;351.9461086;89.89899973;185.4260708;74.30728662;-0.32020000000000004;-0.094;0.160624851;1.6843697199999998;0.883;161.87
Réunion;Validé;2017-01-01T01:00:00+04:00;278.013314;44.30643824;182.5690047;50.34052977;-0.30810000000000004;-0.096;-0.06;1.261408789;0.0;155.48
Réunion;Validé;2017-01-02T07:00:00+04:00;303.6708992;45.15448687;195.2038551;28.02046491;29.7777;3.9999000000000002;0.326;1.188442988;0.0;193.2
Réunion;Validé;2017-01-02T17:00:00+04:00;374.2137614;98.76593552;196.7918582;48.08976452;22.1062;5.8429;0.737;1.880118806;0.0;197.62
Réunion;Validé;2017-01-03T04:00:00+04:00;254.3968161;56.45956732;180.0710746;14.66055311;-0.3175;-0.093;1.729;1.8871155270000002;0.0;168.27
Réunion;Validé;2017-01-03T20:00:00+04:00;396.1427333;107.2012836;201.6747783;84.01136851;-0.3458;-0.111;1.8980000000000001;1.814149725;0.0;171.48
Réunion;Validé;2017-01-05T00:00:00+04:00;291.6225912;59.64715679;199.105827;31.15954413;-0.3175;-0.107;1.27;0.864594772;0.0;163.34
Réunion;Validé;2017-01-07T15:00:00+04:00;357.3246216;63.47857359;187.3129574;42.25121253;54.9139;5.0749;2.248;2.045041508;0.0;214.95
Réunion;Validé;2017-01-08T18:00:00+04:00;315.0730816;69.22862134;186.883944;50.19656163;4.0725;2.707;0.081;1.019522159;0.884;171.36
Réunion;Validé;2017-01-22T12:00:00+04:00;340.9209078;30.3953213;187.8979387;16.53390937;93.2839;7.9879;2.606;2.2159614;0.0;246.99
Réunion;Validé;2017-01-22T18:00:00+04:00;331.8890597;92.47479463;186.347959;38.36495092;5.9663;4.3849;1.626;1.839138013;0.885;185.3
Réunion;Validé;2017-01-26T15:00:00+04:00;449.3658399;140.444163;187.8749817;40.15331376;70.9994;7.7809;0.313;1.800156284;0.0;240.23
Réunion;Validé;2017-01-27T10:00:00+04:00;452.0571903;112.1479466;195.2878328;40.76412825;94.9299;7.8549;-0.055;1.126472033;0.001;245.75
Réunion;Validé;2017-01-27T18:00:00+04:00;400.7459748;157.0982882;179.0778884;51.92531722;3.7916;5.7399000000000004;-0.014;2.244947814;0.882;201.98
Réunion;Validé;2017-01-28T06:00:00+04:00;277.0986293;78.20168847;163.1720662;27.98634978;5.6705;0.04;0.016;2.012056968;0.0;182.75
Réunion;Validé;2017-01-29T07:00:00+04:00;281.3877453;48.46145803;158.7681161;34.34351546;34.8616;3.0069;-0.06;2.003061184;0.003;308.04
Réunion;Validé;2017-01-30T13:00:00+04:00;447.6726958;112.4239879;198.7668111;43.58340445;83.3254;7.9889;-0.066;1.650226554;0.0;238.25
Réunion;Validé;2017-01-30T17:00:00+04:00;411.667895;146.959246;200.238804;35.98141084;21.0945;5.0229;-0.064;2.013056499;0.422;210.28
Réunion;Validé;2017-01-31T01:00:00+04:00;281.1770388;88.34376453;177.4010869;13.83742541;-0.32930000000000004;-0.096;0.01;2.010057905;0.0;183.5
Réunion;Validé;2017-02-01T05:00:00+04:00;299.709299;94.55781733;182.0839899;21.53173082;-0.32930000000000004;-0.096;-0.051000000000000004;2.012056968;0.0;182.81
Réunion;Validé;2017-02-01T14:00:00+04:00;461.2302167;143.9612005;202.0167847;38.06516976;67.496;7.9859;-0.064;1.769170806;0.0;234.77
Réunion;Validé;2017-02-01T18:00:00+04:00;415.4733765;154.8412912;201.1287945;47.32998133;4.0434;4.6439;0.34800000000000003;2.258941255;0.879;198.38
Réunion;Validé;2017-02-05T09:00:00+04:00;336.8524437;63.28058337;159.9523759;38.39142568;67.2513;4.2289;1.24;2.507824606;0.0;230.48
Réunion;Validé;2017-02-05T21:00:00+04:00;376.6120134;122.0530427;168.5422843;81.13841301;-0.3411;-0.10300000000000001;4.003;1.319381618;0.0;179.97
Réunion;Validé;2017-02-06T14:00:00+04:00;410.4593097;154.7322866;164.0603325;55.28584581;25.0788;3.8659;5.559;1.877120211;0.0;212.96
Réunion;Validé;2017-02-07T02:00:00+04:00;250.2835784;74.19668192;131.5756895;34.85021223;-0.36110000000000003;-0.091;8.236;1.877120211;0.0;174.9
Réunion;Validé;2017-02-07T12:00:00+04:00;399.9683175;170.1494023;134.8566575;52.88186975;36.3523;3.8809;-0.023;1.8701234910000002;0.0;234.2
Réunion;Validé;2017-02-08T22:00:00+04:00;393.8995539;123.6491001;169.1111186;98.12775103;-0.3796;0.047;1.666;1.6782134370000001;0.0;178.4
Réunion;Validé;2017-02-09T13:00:00+04:00;434.9287902;140.6471992;155.9431885;74.53855747;51.7998;7.0429;3.241;1.716195635;0.0;226.8
Réunion;Validé;2017-02-10T00:00:00+04:00;302.648745;75.43471095;163.1982053;60.60656313;-0.3529;-0.09;2.002;1.85013286;0.0;168.15
Réunion;Validé;2017-02-10T01:00:00+04:00;283.0594588;75.20371069;159.162268;45.46338151;-0.367;-0.095;1.839;1.8531314550000002;0.0;172.59
Réunion;Validé;2017-02-10T10:00:00+04:00;449.8728278;111.7009417;193.3268628;59.00933473;74.2538;5.7969;3.598;2.186974985;0.0;229.04
Réunion;Validé;2017-02-10T20:00:00+04:00;416.4839108;126.1390777;193.8438829;93.29104591;-0.36510000000000004;1.068;0.442;2.065032139;0.0;177.68
Réunion;Validé;2017-02-11T00:00:00+04:00;310.0699306;60.74756475;196.4248515;51.18608136;-0.3446;-0.075;0.008;2.123004967;0.0;160.2
Réunion;Validé;2017-02-11T16:00:00+04:00;376.5641462;96.54183627;195.033858;29.17993298;46.3016;7.4899000000000004;-0.034;2.051038697;0.0;221.43
Réunion;Validé;2017-02-12T12:00:00+04:00;359.2570834;45.79744814;194.3808609;25.56074706;87.8936;4.2029;0.41400000000000003;1.007527781;0.0;238.65
Réunion;Validé;2017-02-12T13:00:00+04:00;341.3863216;39.87640059;194.6638588;33.87844207;66.1674;5.1009;0.128;1.571263563;0.0;222.2
Réunion;Validé;2017-02-13T02:00:00+04:00;255.731546;92.83485609;131.0744957;32.01852519;-0.3493;-0.094;0.266;-0.018991099;0.0;187.42
Réunion;Validé;2017-02-13T13:00:00+04:00;445.2607917;133.421159;173.1159445;62.05762652;67.6619;7.3889;0.09;1.525285113;0.0;232.46
Réunion;Validé;2017-02-13T18:00:00+04:00;415.1464749;177.4095052;172.8989432;59.40536252;2.1575;1.499;0.021;1.7551773650000002;0.0;201.44
Réunion;Validé;2017-02-14T12:00:00+04:00;448.5268978;135.0791581;172.4889941;17.79604648;112.9627;7.9859;0.358;1.856130049;0.0;271.1
Réunion;Validé;2017-02-14T13:00:00+04:00;452.4186796;143.0132181;172.7239915;24.94172888;101.6467;7.9849;0.256;1.852131923;0.0;263.63
Réunion;Validé;2017-02-15T23:00:00+04:00;337.7970753;120.3370183;166.7840399;49.17263446;-0.3151;-0.093;0.884;1.027518412;0.0;184.61
Réunion;Validé;2017-02-17T01:00:00+04:00;276.1558585;108.4309197;149.4622339;16.22916353;-0.3294;-0.14400000000000002;0.298;2.208964679;0.0;194.41
Réunion;Validé;2017-02-19T12:00:00+04:00;347.2181553;91.49678865;120.1523659;35.47015361;90.063;7.5159;0.331;2.188974048;0.0;265.21
Réunion;Validé;2017-02-21T15:00:00+04:00;454.5416562;191.6935866;130.8052068;51.91225916;69.6767;7.9929;0.451;2.010057905;0.0;253.97
Réunion;Validé;2017-02-22T07:00:00+04:00;374.520026;155.4423319;131.2571996;52.67044228;29.7038;3.2559;0.733;1.457316969;0.0;224.09
Réunion;Validé;2017-02-23T03:00:00+04:00;267.785343;127.7331223;123.9293135;13.90414314;-0.3163;-0.094;0.67;1.959081797;0.0;207.14
Réunion;Validé;2017-02-25T00:00:00+04:00;314.4506462;146.2272637;130.8341989;34.76585494;-0.3446;-0.084;0.757;2.29492439;0.0;202.24
Réunion;Validé;2017-02-26T08:00:00+04:00;314.0707883;110.6369719;99.7526494;30.51300945;64.0073;6.6029;0.302;2.255942661;0.0;260.54
Réunion;Validé;2017-02-27T05:00:00+04:00;289.2667343;99.0298553;165.0480422;23.35753944;-0.3316;-0.08700000000000001;-0.037;2.286928138;0.0;186.41
Réunion;Validé;2017-02-28T05:00:00+04:00;292.2812571;139.9462179;123.0912902;29.20714527;-0.31520000000000004;-0.101;-0.058;0.510760611;0.0;205.82
Réunion;Validé;2017-03-01T22:00:00+04:00;399.6954078;169.1656293;171.6718106;54.31666998;-0.3347;-0.106;3.192;1.79;0.0;195.2
Réunion;Validé;2017-03-02T04:00:00+04:00;272.091069;95.1386661;158.7597406;11.71045789;1.9522;-0.07200000000000001;2.8120000000000003;1.79;0.0;189.18
Réunion;Validé;2017-03-02T05:00:00+04:00;322.8270913;98.83061441;165.1107712;27.23047891;27.4952;-0.083;2.452;1.791;0.0;184.71
Réunion;Validé;2017-03-02T18:00:00+04:00;424.2388066;173.4335695;173.0268204;68.38137044;-0.3509;5.2179;2.2880000000000003;2.242;0.0;199.54
Réunion;Validé;2017-03-02T23:00:00+04:00;350.6892813;121.1833013;174.0848388;51.32947097;-0.33230000000000004;-0.106;2.243;2.287;0.0;183.62
Réunion;Validé;2017-03-03T09:00:00+04:00;455.1759439;122.6662807;172.1538792;53.68822734;95.6177;7.8129;1.026;2.211;0.0;244.8
Réunion;Validé;2017-03-03T21:00:00+04:00;404.8690376;151.6438746;177.5289145;72.41080964;-0.3466;-0.098;1.337;2.393;0.0;187.55
Réunion;Validé;2017-03-04T14:00:00+04:00;365.1592214;92.97769641;173.8498955;44.61699938;41.5087;6.8549;3.502;1.849;0.0;227.23
