Territoire;Statut;Date - Heure;Production totale (MW);Thermique (MW);Bagasse/charbon (MW);Hydraulique (MW);Photovoltaïque (MW);Photovoltaïque avec stockage (MW);Eolien (MW);Bioénergies (MW);Batteries (MWh);Coût moyen de production (€/MWh)
Réunion;Validé;2017-11-30T14:00:00+04:00;425.1089022;195.7919995;105.5463899;60.90365673;57.0866;4.0499;0.027934757;1.702373672;0.0;229.51
Réunion;Validé;2017-12-01T16:00:00+04:00;404.2045318;166.7629996;151.8101641;45.18588099;33.7007;4.6999;0.6385087260000001;1.406308686;0.0;211.23
Réunion;Validé;2017-12-06T11:00:00+04:00;446.1186457;176.8429995;108.2146854;39.16808089;111.5052;7.9699;1.060523088;1.357297928;0.0;264.42
Réunion;Validé;2017-12-07T01:00:00+04:00;280.012946;158.0839994;106.5107268;13.99327019;-0.31820000000000004;-0.081;0.081808931;1.742382454;0.0;197.08
Réunion;Validé;2017-12-09T01:00:00+04:00;284.7842911;109.0659995;143.0244859;30.15244967;-0.33130000000000004;-0.07200000000000001;1.189222503;1.7553853080000001;0.0;177.59
Réunion;Validé;2017-05-28T20:00:00+04:00;329.2481243;103.8618741;156.3110721;66.19288838;-0.3613;-0.097;0.896554964;1.562009061;0.882;167.51
Réunion;Validé;2017-06-01T02:00:00+04:00;227.2064969;77.52311378;129.9548905;16.83533068;-0.3242;-0.081;1.2163962;2.082012077;0.0;175.32
Réunion;Validé;2017-06-04T11:00:00+04:00;319.3477847;44.34104971;128.6050206;41.54216664;92.4797;7.8879;3.98802041;0.504002924;0.0;252.42
Réunion;Validé;2017-01-14T01:00:00+04:00;270.4738195;31.58709916;191.7988883;44.22511293;-0.3174;-0.073;1.462;1.7911605;0.0;149.42
Réunion;Validé;2017-01-15T07:00:00+04:00;271.4267019;14.21921789;193.6578653;21.88977304;34.7656;3.7059;1.661;1.527284176;0.0;189.0
Réunion;Validé;2017-01-15T12:00:00+04:00;330.484256;14.23215853;187.4189466;26.92014259;93.3638;5.6459;1.5150000000000001;1.388349294;0.0;239.95
Réunion;Validé;2017-01-15T22:00:00+04:00;379.3643751;121.4347242;189.0789129;64.71196662;-0.33640000000000003;-0.096;1.858;1.827143635;0.886;259.03
Réunion;Validé;2017-01-16T00:00:00+04:00;295.6168475;62.74278462;188.9859141;41.17753356;-0.3375;-0.094;1.353;1.7891614370000002;0.0;164.88
Réunion;Validé;2017-01-18T01:00:00+04:00;283.6461121;63.68107853;202.381775;16.90341644;-0.3352;-0.08600000000000001;1.119;-0.017991568;0.0;169.34
Réunion;Validé;2017-01-24T22:00:00+04:00;397.4237308;136.6232031;199.8327883;56.0914461;-0.3317;-0.098;2.187;2.232953436;0.886;183.01
Réunion;Validé;2017-01-27T08:00:00+04:00;414.1968847;101.4118622;194.4768708;58.63742915;53.4056;4.6569;-0.064;1.672216248;0.0;214.58
Réunion;Validé;2017-01-29T13:00:00+04:00;335.0146318;61.87961932;165.2540443;24.5988361;73.3492;7.9879;-0.032;1.9770733640000002;0.0;242.68
Réunion;Validé;2017-01-30T21:00:00+04:00;405.3509237;139.9371727;208.7787083;54.13188509;-0.33390000000000003;-0.044;-0.066;2.063033076;0.884;185.94
Réunion;Validé;2017-01-31T13:00:00+04:00;453.5070869;118.7749965;196.9818716;36.3378382;91.9052;7.9859;-0.014;1.535280428;0.0;246.98
Réunion;Validé;2017-01-31T16:00:00+04:00;432.5833454;158.0993131;200.9088093;25.44706098;38.4523;7.6679;-0.065;2.073028391;0.0;226.05
Réunion;Validé;2017-02-02T03:00:00+04:00;271.7036541;91.79779171;167.2831826;10.96345885;-0.31980000000000003;-0.08600000000000001;0.05;2.015055562;0.0;187.26
Réunion;Validé;2017-02-02T07:00:00+04:00;384.8855251;107.6789154;192.0938817;46.73864284;33.1381;3.2549;-0.031;2.012056968;0.0;205.38
Réunion;Validé;2017-02-02T09:00:00+04:00;449.7878512;125.3980472;191.237887;32.04286031;91.903;7.5819;-0.067;1.6912073470000002;0.0;249.96
Réunion;Validé;2017-02-02T18:00:00+04:00;421.2298574;157.0533066;202.0957811;54.01525034;3.1155;2.069;-0.004;2.005060247;0.88;192.99
Réunion;Validé;2017-02-04T04:00:00+04:00;266.8783904;77.27968292;173.6610924;12.81884393;-0.32930000000000004;-0.083;1.467;2.064032607;0.0;179.57
Réunion;Validé;2017-02-04T20:00:00+04:00;391.0614998;124.1140622;178.7130968;85.37424252;-0.3541;-0.098;0.648;1.779166121;0.885;180.47
Réunion;Validé;2017-02-05T01:00:00+04:00;273.0895557;45.2374431;188.7979662;36.42336176;-0.3257;-0.089;2.03;1.015524033;0.0;159.58
Réunion;Validé;2017-02-05T17:00:00+04:00;327.9687352;131.73611;131.4266884;33.28322039;22.3444;5.4009;2.485;1.2923942670000002;0.0;221.73
Réunion;Validé;2017-02-12T11:00:00+04:00;371.945946;37.62738264;194.9958549;34.46011326;97.0022;6.5669;0.28500000000000003;1.008527313;0.0;240.92
Réunion;Validé;2017-04-06T07:00:00+04:00;373.9303388;109.663;168.1205775;83.77378274;6.519;1.288;2.303;2.263;0.0;180.76
Réunion;Validé;2017-02-14T19:00:00+04:00;446.4926722;172.9114671;172.8479906;98.19920663;-0.35910000000000003;0.667;0.355;1.871123022;0.0;189.15
Réunion;Validé;2017-02-15T10:00:00+04:00;450.0776478;120.0980074;168.6640004;43.97819221;106.5175;7.9679;0.991;1.861127707;0.0;258.32
Réunion;Validé;2017-04-07T11:00:00+04:00;438.9884549;122.947;169.9865776;39.16701013;94.839;7.9818999999999996;1.811;2.2560000000000002;0.0;254.97
Réunion;Validé;2017-02-17T02:00:00+04:00;264.1083219;108.8439251;141.4213264;11.82417829;-0.3141;-0.137;0.262;2.207965147;0.0;198.15
Réunion;Validé;2017-02-17T04:00:00+04:00;264.8576023;111.7799491;135.2374242;15.77623899;-0.321;-0.07100000000000001;0.246;2.20996421;0.0;199.56
Réunion;Validé;2017-04-08T18:00:00+04:00;387.1045334;133.901;179.5324457;69.25710034;-0.34600000000000003;0.756;2.101;1.023;0.88;189.33
Réunion;Validé;2017-04-11T21:00:00+04:00;377.1913965;191.124;128.0994499;53.97494508;-0.315;-0.096;1.584;1.932;0.888;192.41
Réunion;Validé;2017-04-12T13:00:00+04:00;438.0068086;146.487;142.7446865;42.03325509;93.56;7.9839;3.092;2.106;0.0;246.81
Réunion;Validé;2017-02-25T06:00:00+04:00;283.7492812;125.5641012;124.359297;28.63723338;2.7665;-0.093;0.634;1.8811183370000002;0.0;204.48
Réunion;Validé;2017-02-25T10:00:00+04:00;408.3014426;125.3560988;124.4102957;43.9143747;103.5939;7.9859;0.776;2.264938444;0.0;269.71
Réunion;Validé;2017-04-13T20:00:00+04:00;392.4780583;163.907;170.8755569;50.6474996;-0.343;-0.105;4.427;2.184;0.885;179.34
Réunion;Validé;2017-04-14T12:00:00+04:00;416.2972766;142.264;152.1406518;31.00575765;78.198;7.9769000000000005;2.545;2.167;0.0;240.97
Réunion;Validé;2017-02-26T20:00:00+04:00;396.1664508;143.6911946;168.9839961;81.22485052;-0.35150000000000003;-0.032;0.396;2.253943598;0.0;185.31
Réunion;Validé;2017-02-28T09:00:00+04:00;433.6508804;172.604461;127.1282211;33.10157319;90.8998;7.7519;-0.054;2.218959994;0.0;268.94
Réunion;Validé;2017-02-28T13:00:00+04:00;459.5534654;175.0604685;128.3942146;45.78825121;99.5428;7.9809;0.462;2.324910336;0.0;268.12
Réunion;Validé;2017-04-18T12:00:00+04:00;412.60691;125.072;198.711972;15.89607114;63.981;7.9939;-0.07200000000000001;1.024;0.0;230.14
Réunion;Validé;2017-03-01T13:00:00+04:00;434.2345346;149.0619111;170.7857872;19.03920999;81.5028;7.9929;3.6950000000000003;2.157;0.0;267.69
Réunion;Validé;2017-03-01T15:00:00+04:00;401.2608383;161.5947356;172.0218147;32.28293078;21.4065;7.9929;3.768;2.194;0.0;251.8
Réunion;Validé;2017-04-19T19:00:00+04:00;420.8951618;205.505;146.9659724;64.8031972;-0.329;0.467;0.905;1.693;0.885;234.03
Réunion;Validé;2017-04-20T12:00:00+04:00;416.3197231;161.127;146.3121582;27.37469755;70.842;7.9669;0.912;1.7850000000000001;0.0;240.41
Réunion;Validé;2017-03-02T19:00:00+04:00;457.3351561;175.3105431;173.5288301;102.6110419;-0.3322;1.9060000000000001;2.055;2.2560000000000002;0.0;190.34
Réunion;Validé;2017-04-20T23:00:00+04:00;312.3290281;78.801;157.4442814;73.26374523;-0.323;-0.08700000000000001;0.585;1.7850000000000001;0.86;160.86
Réunion;Validé;2017-04-23T05:00:00+04:00;240.1008532;15.1;190.5770353;33.03981662;-0.334;-0.076;-0.028;1.822;0.0;146.56
Réunion;Validé;2017-03-04T15:00:00+04:00;336.457462;109.1804695;162.2338334;36.76140212;16.9529;6.5339;2.936;1.859;0.0;234.6
Réunion;Validé;2017-04-26T16:00:00+04:00;397.8681134;155.529;196.5029866;42.82214025;0.913;0.807;0.267;1.027;0.0;181.83
Réunion;Validé;2017-04-27T21:00:00+04:00;357.6568871;109.658;179.7959747;64.61291072;-0.336;-0.098;2.293;0.845;0.886;171.53
Réunion;Validé;2017-04-29T02:00:00+04:00;238.7711105;15.322;157.1992801;56.16482903;-0.34900000000000003;-0.084;9.436;1.082;0.0;138.87
Réunion;Validé;2017-03-10T08:00:00+04:00;447.6098404;113.089414;194.7803024;68.20695445;63.0283;6.2009;0.486;1.818;0.0;208.13
Réunion;Validé;2017-04-30T19:00:00+04:00;358.6031892;111.089;162.9740652;78.36912236;-0.343;-0.096;5.096;0.628;0.886;166.67
Réunion;Validé;2017-05-02T08:00:00+04:00;393.5100558;139.1294701;163.3287505;58.76933205;21.8887;2.9619999999999997;6.399823229;1.032005986;0.0;194.01
Réunion;Validé;2017-03-12T16:00:00+04:00;288.2161427;82.95983633;172.2420637;27.34042358;-0.2461;4.1439;0.388;1.388;0.0;201.39
Réunion;Validé;2017-03-13T07:00:00+04:00;367.1267151;78.45689983;188.8952848;56.17149795;42.267;0.6910000000000001;-0.061;0.706;0.0;184.77
Réunion;Validé;2017-05-04T09:00:00+04:00;407.7871843;105.4072095;168.2468225;53.92877457;71.2805;7.3719;-0.063968247;1.6160093739999999;0.0;229.68
Réunion;Validé;2017-05-04T10:00:00+04:00;419.3676989;111.0887759;168.4829212;48.77075437;81.5923;7.8869;-0.063968247;1.6100093389999999;0.0;236.65
Réunion;Validé;2017-05-05T12:00:00+04:00;406.724856;106.3620149;144.1753882;60.20302997;80.3284;7.8779;5.701170029;2.077012048;0.0;235.04
Réunion;Validé;2017-05-07T18:00:00+04:00;351.2570953;103.2573439;133.8872581;105.7873016;-0.055;1.9140000000000001;3.518253595;2.071012013;0.877;164.66
Réunion;Validé;2017-05-08T17:00:00+04:00;322.2184104;101.0082135;137.0672671;74.68068643;3.1294;1.5270000000000001;2.284865829;2.070012007;0.451;175.13
Réunion;Validé;2017-05-11T12:00:00+04:00;394.5313036;111.1989722;138.6261944;38.79309861;91.0386;7.9869;4.825604646;2.062011961;0.0;250.73
Réunion;Validé;2017-05-12T19:00:00+04:00;389.3135924;137.4050993;139.961341;107.1378259;-0.3783;-0.073;2.8106048599999998;1.5640090720000002;0.886;174.16
Réunion;Validé;2017-05-13T16:00:00+04:00;325.4398893;100.8756938;138.4626116;52.71031385;23.6511;6.7909;1.401304415;1.548008979;0.0;200.42
Réunion;Validé;2017-05-14T01:00:00+04:00;237.375727;59.67733513;137.5136499;36.90903375;-0.3252;-0.08700000000000001;2.122946203;1.565009078;0.0;163.4
Réunion;Validé;2017-05-14T10:00:00+04:00;321.7712512;29.02844126;130.5638179;66.78152536;80.3104;7.9639;5.576232047;1.5470089740000001;0.0;234.29
Réunion;Validé;2017-05-15T04:00:00+04:00;223.3249196;46.2302093;139.9257373;32.41025124;-0.3252;-0.051000000000000004;4.102963354;1.032005986;0.0;164.17
Réunion;Validé;2017-05-18T06:00:00+04:00;328.2502653;79.36779267;167.0784961;78.34481631;-0.10110000000000001;-0.08;1.5632240400000001;2.077012048;0.0;160.9
Réunion;Validé;2017-05-18T15:00:00+04:00;377.8637787;107.1301826;167.3950854;54.15595399;38.1702;7.9639;0.9775147770000001;2.071012013;0.0;207.0
Réunion;Validé;2017-05-23T00:00:00+04:00;248.0672755;75.13664001;135.8901701;33.399677080000004;-0.3252;-0.075;1.9670236010000002;2.07401203;0.0;167.13
Réunion;Validé;2017-05-24T21:00:00+04:00;335.7108265;93.45992913;166.4523136;71.91551311;-0.3503;-0.088;1.360324756;2.076012042;0.885;166.73
Réunion;Validé;2017-05-25T16:00:00+04:00;301.6460961;49.41229191;157.9246066;62.06125382;22.7194;6.8239;0.6296874330000001;2.075012036;0.0;185.98
Réunion;Validé;2017-05-26T07:00:00+04:00;343.8255116;64.80736149;168.7196109;95.11316386;11.4908;0.81;0.810597632;2.07401203;0.0;168.2
Réunion;Validé;2017-04-09T11:00:00+04:00;346.6881722;30.032;161.8575281;28.87077709;112.137;7.9879;4.001;1.802;0.0;263.38
Réunion;Validé;2017-04-10T11:00:00+04:00;432.8465639;158.803;117.80958269999999;34.84411424;108.683;7.9899000000000004;2.9210000000000003;1.796;0.0;278.65
Réunion;Validé;2017-04-13T15:00:00+04:00;431.3251109;173.114;171.3855545;19.34468451;53.846;7.6929;3.75;2.192;0.0;228.63
Réunion;Validé;2017-04-15T04:00:00+04:00;247.5933209;80.52;143.7348397;20.55347974;-0.339;-0.091;1.5;1.7149999999999999;0.0;174.61
Réunion;Validé;2017-04-15T08:00:00+04:00;336.7218746;81.596;167.8425803;71.66232837;8.997;2.044;2.652;1.928;0.0;168.97
Réunion;Validé;2017-04-16T00:00:00+04:00;276.1716196;60.817;149.963862;59.17375621;-0.332;-0.085;4.411;2.223;0.0;155.48
Réunion;Validé;2017-04-18T06:00:00+04:00;324.486678;67.436;191.609011;63.03366544;0.35000000000000003;-0.093;1.03;1.121;0.0;158.01
Réunion;Validé;2017-04-18T07:00:00+04:00;362.624833;80.861;192.9599796;70.89087861;14.487;1.513;0.79;1.123;0.0;171.04
Réunion;Validé;2017-04-19T01:00:00+04:00;257.9728235;62.563;177.7342098;17.03061234;-0.332;-0.085;-0.061;1.123;0.0;167.34
Réunion;Validé;2017-04-19T12:00:00+04:00;396.7451432;178.565;183.2123342;19.62880912;14.341;0.004;-0.028;1.022;0.0;199.34
Réunion;Validé;2017-04-19T23:00:00+04:00;303.4615796;115.34;149.0079611;36.21761697;-0.306;-0.094;0.742;1.694;0.86;176.04
Réunion;Validé;2017-04-20T16:00:00+04:00;401.9504827;143.789;181.6349711;62.20555343;9.138;2.516;0.878;1.7890000000000001;0.0;186.23
Réunion;Validé;2017-04-22T08:00:00+04:00;341.1593749;75.314;168.0700087;87.05038171;6.691;0.928;1.268;1.838;0.0;166.02
Réunion;Validé;2017-04-22T18:00:00+04:00;412.5557121;99.127;200.5309282;106.6157985;-0.34600000000000003;0.873;3.052;1.8250000000000002;0.878;160.9
Réunion;Validé;2017-04-22T20:00:00+04:00;358.512173;96.099;197.0519675;60.06622007;-0.334;0.875;2.044;1.827;0.883;168.1
Réunion;Validé;2017-04-23T03:00:00+04:00;234.6024988;14.674;190.4890363;27.847461;-0.332;-0.09;0.192;1.822;0.0;146.76
Réunion;Validé;2017-04-24T23:00:00+04:00;307.2375506;46.099;192.6899833;66.32156596;-0.313;-0.084;-0.058;1.724;0.858;153.72
Réunion;Validé;2017-04-26T08:00:00+04:00;393.6872173;98.399;193.377991;56.65529214;38.958;3.9559;0.556;1.7850000000000001;0.0;253.51
Réunion;Validé;2017-04-26T22:00:00+04:00;357.8199319;85.405;186.5999955;84.35493512;-0.333;-0.079;-0.043000000000000003;1.029;0.886;161.65
Réunion;Validé;2017-04-28T18:00:00+04:00;418.8342632;161.967;185.3450296;63.96323273;-0.377;-0.054;5.987;1.125;0.878;176.22
Réunion;Validé;2017-04-28T20:00:00+04:00;363.0747521;107.266;191.1240231;54.5657276;-0.34700000000000003;-0.09;8.591;1.081;0.884;168.27
Réunion;Validé;2017-04-29T07:00:00+04:00;299.9908908;29.516;177.6750452;75.21385033;6.295;0.28600000000000003;9.923;1.082;0.0;147.95
Réunion;Validé;2017-04-29T16:00:00+04:00;331.5633294;78.755;179.977113;50.09724789;13.091;1.892;7.7620000000000005;-0.011;0.0;175.26
Réunion;Validé;2017-05-02T03:00:00+04:00;222.9209693;91.52781844;114.3017732;12.10204282;-0.3423;-0.078;4.8515917470000005;0.558003237;0.0;183.54
Réunion;Validé;2017-05-03T11:00:00+04:00;416.612288;104.4747083;138.4760205;76.98266862;81.9656;7.8389;5.260388826;1.614009362;0.0;234.01
Réunion;Validé;2017-05-03T21:00:00+04:00;356.2042585;113.0637296;169.3169535;69.35801143;-0.3393;-0.092;2.392812246;1.620009397;0.884;168.85
Réunion;Validé;2017-05-04T06:00:00+04:00;326.3853057;81.52062863;168.4314807;75.20834222;-0.2442;-0.092;-0.059970232000000005;1.621009403;0.0;160.87
Réunion;Validé;2017-05-04T19:00:00+04:00;416.2736363;145.5758568;166.0283216;100.4073973;-0.31720000000000004;0.165;1.4232935;2.106012216;0.885;183.79
Réunion;Validé;2017-03-26T17:00:00+04:00;301.1222355;100.3185937;143.9385652;52.62953466;-0.34540000000000004;2.735;0.058;1.348;0.44;194.88
Réunion;Validé;2017-03-27T16:00:00+04:00;402.8646803;178.8666006;153.4393561;62.85507043;-0.31620000000000004;6.7279;-0.066;1.358;0.0;235.84
Réunion;Validé;2017-06-04T22:00:00+04:00;319.2760493;93.74535106;139.496914;82.26523673;-0.3503;-0.084;2.410803315;1.7920103950000001;0.0;163.38
Réunion;Validé;2017-03-28T12:00:00+04:00;415.5385378;172.1175871;147.8942871;34.09656772;51.7862;7.9609000000000005;0.009000000000000001;1.674;0.0;260.05
Réunion;Validé;2017-06-05T15:00:00+04:00;295.4680908;51.14047072;137.8868439;44.76268022;47.9476;7.6149000000000004;4.869582816;1.246007228;0.0;215.09
Réunion;Validé;2017-03-28T19:00:00+04:00;439.7890225;204.4416302;154.5153798;78.49998516;-0.336;-0.123;0.156;1.749;0.886;291.49
Réunion;Validé;2017-06-06T00:00:00+04:00;244.086855;75.08177722;136.747503;28.97302578;-0.32320000000000004;-0.077;2.442787439;1.242007204;0.0;169.77
Réunion;Validé;2017-03-29T05:00:00+04:00;317.1113301;129.1611886;131.2661525;31.19536421;23.9096;-0.077;-0.061;1.717;0.0;200.44
Réunion;Validé;2017-03-29T22:00:00+04:00;385.2049228;180.1715961;154.3423788;49.0597574;-0.3158;-0.095;0.034;1.1219999999999999;0.886;227.54
Réunion;Validé;2017-03-30T16:00:00+04:00;402.7408549;207.4575888;154.6463794;37.71614737;-0.3312;0.8140000000000001;0.16;2.278;0.0;314.09
Réunion;Validé;2017-06-06T13:00:00+04:00;375.2669449;129.9961346;141.0380502;26.49163533;67.3154;5.6729;2.465776028;2.287013266;0.0;238.32
Réunion;Validé;2017-06-07T03:00:00+04:00;224.6513512;63.32895762;113.7094714;39.4134275;-0.3373;-0.091;6.569738886;2.058011938;0.0;163.37
Réunion;Validé;2017-03-31T08:00:00+04:00;445.1730053;157.7067891;148.1043494;45.93099422;86.3539;4.0349;0.766;2.276;0.0;233.59
Réunion;Validé;2017-06-07T05:00:00+04:00;271.5438956;77.52329025;132.9102816;54.20118508;-0.3403;-0.077;5.267385353;2.059011943;0.0;162.3
Réunion;Validé;2017-06-07T10:00:00+04:00;391.1169081;94.5391069;169.4519096;66.04817865;44.2958;4.4419;10.20993195;2.130012355;0.0;200.83
Réunion;Validé;2017-06-07T13:00:00+04:00;377.2251793;123.0753214;169.3165435;30.35937361;36.8251;5.5039;10.3008868;1.844010696;0.0;209.47
Réunion;Validé;2017-04-02T22:00:00+04:00;361.0665846;122.95;160.0785877;73.96099556;-0.325;-0.085;1.407;2.195;0.885;183.03
Réunion;Validé;2017-04-03T01:00:00+04:00;249.7109424;93.785;132.9538016;19.7481393;-0.305;-0.08600000000000001;1.421;2.194;0.0;191.61
Réunion;Validé;2017-09-17T02:00:00+04:00;226.725502;30.34499969;175.7423664;18.66358609;-0.31720000000000004;-0.074;0.6764201820000001;1.689370818;0.0;157.01
Réunion;Validé;2017-09-17T18:00:00+04:00;344.7088001;96.35399969;161.762385;82.18734722;-0.30720000000000003;2.1390000000000002;0.012969709000000001;1.680368842;0.88;163.54
Réunion;Validé;2017-09-17T20:00:00+04:00;337.1197045;93.10099969;162.3153339;79.53522219;-0.32120000000000004;-0.069;-0.009976699;1.6843697199999998;0.884;162.06
Réunion;Validé;2017-06-08T08:00:00+04:00;387.5822592;102.4940979;174.584805;85.78918603;15.753;1.698;5.733154153;1.530008875;0.0;177.34
Réunion;Validé;2017-06-08T16:00:00+04:00;365.9173209;110.1485689;160.5638573;76.78597298;10.9724;2.448;2.886567154;2.112012251;0.0;181.48
Réunion;Validé;2017-09-19T07:00:00+04:00;382.2557589;64.4709996;188.1579871;114.4282022;11.5899;1.847;1.033586001;0.728159832;0.0;163.51
Réunion;Validé;2017-09-20T05:00:00+04:00;280.457629;47.83599954;181.3801757;48.27855783;-0.31320000000000003;-0.07;2.191880737;1.154253359;0.0;153.72
Réunion;Validé;2017-09-20T16:00:00+04:00;365.4359623;117.0229995;178.8682261;41.73741209;21.0291;3.4609;1.7269665710000002;1.590349083;0.0;192.48
Réunion;Validé;2017-06-10T06:00:00+04:00;256.491701;14.04603904;153.0860753;84.70726947;-0.3032;0.074;2.943538874;1.938011242;0.0;141.59
Réunion;Validé;2017-09-22T00:00:00+04:00;255.7495752;58.77099945;149.9553068;46.00702111;-0.2992;-0.073;1.107413572;0.281061693;0.0;158.09
Réunion;Validé;2017-06-10T22:00:00+04:00;325.8478891;76.90115206;164.6938558;75.78198611;-0.3583;-0.084;5.733154153;2.294013307;0.886;159.45
Réunion;Validé;2017-09-23T10:00:00+04:00;371.3243882;84.01799959;142.0653892;56.58475721;80.0011;7.7519;-0.019953398;0.9232026440000001;0.0;238.59
Réunion;Validé;2017-09-24T10:00:00+04:00;331.1561408;43.94299971;124.3707812;51.74012471;102.3762;7.8069;0.020951068;0.8981971550000001;0.0;257.45
Réunion;Validé;2017-09-24T19:00:00+04:00;373.1718662;121.5959997;144.2362642;106.0215585;-0.32730000000000004;-0.094;-0.040904465;0.8961967160000001;0.884;168.1
Réunion;Validé;2017-06-12T22:00:00+04:00;330.6180236;97.56011103;139.8836242;89.51832411;-0.3573;-0.094;1.559226025;1.662009641;0.886;165.01
Réunion;Validé;2017-09-25T09:00:00+04:00;379.47956;105.8559997;132.8106089;42.09501122;89.8647;7.8109;-0.07183223200000001;1.114244577;0.0;249.13
Réunion;Validé;2017-06-13T03:00:00+04:00;217.5755979;59.12848143;129.9658274;25.1846052;-0.33630000000000004;-0.084;2.154930327;1.562009061;0.0;167.86
Réunion;Validé;2017-09-26T00:00:00+04:00;260.9679304;106.0499995;120.0219697;34.40687449;-0.25620000000000004;-0.093;-0.037911456;0.8761923250000001;0.0;178.2
Réunion;Validé;2017-09-26T10:00:00+04:00;392.5727802;116.1859996;142.5183437;32.03326772;93.1792;7.9839;0.013967378;0.6581444630000001;0.0;251.95
Réunion;Validé;2017-09-26T11:00:00+04:00;391.3259273;129.2259996;141.9013704;18.34850845;93.1502;7.9869;0.055869514;0.657144244;0.0;256.64
Réunion;Validé;2017-09-26T17:00:00+04:00;379.8735661;177.6119996;145.073247;40.636915450000004;8.7127;6.3189;0.144662133;0.868190568;0.507;195.52
Réunion;Validé;2017-06-14T15:00:00+04:00;373.4944296;83.83141616;169.2237143;57.29397704;52.361;7.6119;1.143432418;2.029011769;0.0;212.91
Réunion;Validé;2017-09-27T07:00:00+04:00;362.8028471;124.3599995;138.8583757;66.88738832;28.1285;3.5089;0.227468734;0.832182665;0.0;194.75
Réunion;Validé;2017-06-14T19:00:00+04:00;405.1637244;133.121093;169.0821504;98.97838094;-0.3663;-0.10400000000000001;1.279364943;2.288013272;0.885;232.37
Réunion;Validé;2017-06-15T13:00:00+04:00;378.3893799;78.53797773;157.6117128;51.04515063;80.0502;7.8149;1.015495924;2.314013423;0.0;234.09
Réunion;Validé;2017-09-28T22:00:00+04:00;351.3533796;153.1429995;144.6481889;51.95650097;-0.2652;-0.08700000000000001;0.13468543400000002;0.9382059370000001;0.885;179.61
Réunion;Validé;2017-06-15T15:00:00+04:00;371.5357004;111.449247;164.6963011;43.63691681;41.3586;7.5709;0.50474945;2.319013452;0.0;214.51
Réunion;Validé;2017-09-30T03:00:00+04:00;228.6033628;108.0669995;101.2999406;17.82047688;-0.31320000000000003;-0.077;0.86597746;0.940206376;0.0;189.07
Réunion;Validé;2017-10-01T09:00:00+04:00;317.7155844;76.94299964;121.7206431;49.52833321;65.2879;2.312;1.03957202;0.8841940810000001;0.0;231.51
Réunion;Validé;2017-10-02T01:00:00+04:00;218.4059005;103.4509996;94.04330461;19.03988257;-0.3262;-0.079;1.3847658;0.892195838;0.0;189.15
Réunion;Validé;2017-10-02T03:00:00+04:00;210.6567192;97.7759996;93.84130804;17.35923628;-0.32220000000000004;-0.076;1.188224833;0.890195398;0.0;188.65
Réunion;Validé;2017-06-17T07:00:00+04:00;281.6287584;32.46898509;167.837428;76.09264291;2.4409;0.13;0.349826352;2.309013394;0.0;150.48
Réunion;Validé;2017-06-18T03:00:00+04:00;214.9834136;29.3812751;143.4705578;39.86638106;-0.33230000000000004;-0.073;1.121443333;1.549008985;0.0;151.08
Réunion;Validé;2017-10-03T00:00:00+04:00;254.8006909;122.8699995;103.138842;28.07740859;-0.31720000000000004;-0.074;0.219487375;0.88619452;0.0;187.67
Réunion;Validé;2017-06-18T08:00:00+04:00;293.1806769;30.34484476;159.1489883;59.34370446;38.3873;4.1499;0.259871004;1.546008968;0.0;194.85
Réunion;Validé;2017-10-03T07:00:00+04:00;375.3154503;123.6939996;132.4995136;74.94207087;38.9698;4.6329;-0.016960388;0.594130412;0.0;205.83
Réunion;Validé;2017-06-19T07:00:00+04:00;344.0463868;101.5583809;136.0697098;95.92553859;5.6103000000000005;-0.015;3.101460484;1.796010418;0.0;167.59
Réunion;Validé;2017-10-03T21:00:00+04:00;361.0458815;162.9869995;142.3602913;54.62966779;-0.31520000000000004;-0.078;-0.013967378;0.591129753;0.885;183.63
Réunion;Validé;2017-06-19T19:00:00+04:00;403.0455802;178.2814953;142.4866772;76.85509492;-0.3723;-0.099;2.85458303;2.154012494;0.885;228.58
Réunion;Validé;2017-10-05T05:00:00+04:00;286.8670764;111.0309995;120.7450784;46.56334609;-0.3383;-0.07100000000000001;7.456584719;1.480324932;0.0;175.26
Réunion;Validé;2017-06-20T19:00:00+04:00;406.6439093;177.39393;142.1313679;83.6741779;-0.32730000000000004;0.177;0.6556745340000001;2.05501192;0.884;231.72
Réunion;Validé;2017-10-06T08:00:00+04:00;380.5988953;109.7509996;139.1004681;56.300551;62.871;6.6249;4.443621667;1.5073308600000002;0.0;224.98
Réunion;Validé;2017-06-21T11:00:00+04:00;388.9342479;94.46167548;170.0029537;32.59278721;81.7835;7.9859;1.05847459;1.049006085;0.0;239.5
Réunion;Validé;2017-10-07T01:00:00+04:00;246.3453394;78.7279996;140.2274427;24.21356222;-0.31920000000000004;-0.07100000000000001;2.037241905;1.52933569;0.0;173.11
Réunion;Validé;2017-06-22T23:00:00+04:00;289.036984;73.05135291;160.3292124;52.33220594;-0.33430000000000004;-0.082;1.095456233;1.810010499;0.835;160.72
Réunion;Validé;2017-10-07T11:00:00+04:00;367.0868718;83.54099968;118.6090114;53.15632204;99.473;7.9349;2.8523382010000002;1.520333714;0.0;255.26
Réunion;Validé;2017-06-23T02:00:00+04:00;219.6624317;71.25187012;131.9482281;13.83420008;-0.33330000000000004;-0.082;1.256376355;1.787010366;0.0;175.58
